Age,Age_Category,Gender,Occupational_Status,Annual_Salary,State,City,Latitude,Longitude,Residence,Genre
34,31-40,Female,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Romantic Comedy
34,31-40,Female,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Crime/Mystery
34,31-40,Female,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Thriller
17,11-20,Female,Student,,Kerala,Chaganasserry,9.4465,76.5402,Town/City,Mystery
23,21-30,Male,Student,,Kerala,Kannur,11.8745,75.3704,Town/City,Romantic Comedy
23,21-30,Male,Student,,Kerala,Kannur,11.8745,75.3704,Town/City,Sci-Fi/Fantasy
23,21-30,Male,Student,,Kerala,Kannur,11.8745,75.3704,Town/City,Horror
23,21-30,Male,Student,,Kerala,Kannur,11.8745,75.3704,Town/City,Crime/Mystery
23,21-30,Male,Student,,Kerala,Kannur,11.8745,75.3704,Town/City,Action
23,21-30,Male,Student,,Kerala,Kannur,11.8745,75.3704,Town/City,Thriller
21,21-30,Male,Student,,Karnataka,Chikmagalur,13.3161,75.772,Town/City,Crime/Mystery
21,21-30,Male,Student,,Karnataka,Chikmagalur,13.3161,75.772,Town/City,Thriller
21,21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Action
20,11-20,Male,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Romantic Comedy
20,11-20,Male,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Sci-Fi/Fantasy
20,11-20,Male,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Action
20,11-20,Male,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Thriller
22,21-30,Female,Student,,Uttar Pradesh ,Prayagraj,25.4358,81.8463,Town/City,Sci-Fi/Fantasy
22,21-30,Female,Student,,Uttar Pradesh ,Prayagraj,25.4358,81.8463,Town/City,Horror
22,21-30,Female,Student,,Uttar Pradesh ,Prayagraj,25.4358,81.8463,Town/City,Action
23,21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Town/City,Sci-Fi/Fantasy
23,21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Town/City,Horror
23,21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Town/City,Crime/Mystery
23,21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Town/City,Action
23,21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Town/City,Thriller
35,31-40,Female,Employed,between 6 and 9 lakhs,Karnataka ,Bangalore,12.9699,77.598,Town/City,Romantic Comedy
35,31-40,Female,Employed,between 6 and 9 lakhs,Karnataka ,Bangalore,12.9699,77.598,Town/City,Crime/Mystery
19,11-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Crime/Mystery
19,11-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Thriller
19,11-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Anime
19,11-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Dystopian
17,11-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Romantic Comedy
17,11-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Sci-Fi/Fantasy
17,11-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Anime
22,21-30,Female,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Romantic Comedy
22,21-30,Female,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Crime/Mystery
40,31-40,Male,Employed,more than 9 lakhs,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Horror
40,31-40,Male,Employed,more than 9 lakhs,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Crime/Mystery
40,31-40,Male,Employed,more than 9 lakhs,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Thriller
20,11-20,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Romantic Comedy
20,11-20,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Sci-Fi/Fantasy
20,11-20,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Crime/Mystery
20,11-20,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Anime
30,21-30,Male,Self Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Crime/Mystery
30,21-30,Male,Self Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Action
30,21-30,Male,Self Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Thriller
21,21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Romantic Comedy
21,21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Horror
21,21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Crime/Mystery
21,21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Thriller
22,21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Romantic Comedy
22,21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Sci-Fi/Fantasy
22,21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Action
34,31-40,Female,Employed,more than 9 lakhs,Kerala,Sulthan Bathery,11.6629,76.257,Town/City,Sci-Fi/Fantasy
20,11-20,Male,Student,,Karnataka,Mysore,12.3086,76.6531,Town/City,Horror
20,11-20,Male,Student,,Karnataka,Mysore,12.3086,76.6531,Town/City,Action
20,11-20,Male,Student,,Karnataka,Mysore,12.3086,76.6531,Town/City,Thriller
18,11-20,Female,Unemployed,,Kerala,Kottayam,9.5916,76.5222,Town/City,Romantic Comedy
18,11-20,Female,Unemployed,,Kerala,Kottayam,9.5916,76.5222,Town/City,Thriller
22,21-30,Male,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Romantic Comedy
22,21-30,Male,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Crime/Mystery
22,21-30,Male,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Action
22,21-30,Male,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Thriller
22,21-30,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Romantic Comedy
22,21-30,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Crime/Mystery
22,21-30,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Thriller
26,21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Horror
26,21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Crime/Mystery
26,21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Thriller
21,21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Documentary
40,31-40,Female,Employed,between 3 and 6 lakhs,Kerala,Ernakulam,9.9816,76.2999,Town/City,Romantic Comedy
40,31-40,Female,Employed,between 3 and 6 lakhs,Kerala,Ernakulam,9.9816,76.2999,Town/City,Action
22,21-30,Female,Student,,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Romantic Comedy
22,21-30,Female,Student,,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Sci-Fi/Fantasy
22,21-30,Female,Student,,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Horror
22,21-30,Female,Student,,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Crime/Mystery
22,21-30,Female,Student,,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Action
22,21-30,Female,Student,,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Thriller
21,21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Romantic Comedy
21,21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Crime/Mystery
21,21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Thriller
22,21-30,Male,Student,,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Romantic Comedy
22,21-30,Male,Student,,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Sci-Fi/Fantasy
22,21-30,Male,Student,,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Horror
22,21-30,Male,Student,,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Crime/Mystery
22,21-30,Male,Student,,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Action
22,21-30,Male,Student,,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Thriller
37,31-40,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Romantic Comedy
37,31-40,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Crime/Mystery
49,41-50,Female,Employed,between 1 and  3 lakhs,Kerala,Kochi,9.9667,76.2833,Town/City,Crime/Mystery
20,11-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Romantic Comedy
20,11-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Crime/Mystery
20,11-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Action
20,11-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Drama
21,21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Sci-Fi/Fantasy
21,21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Thriller
21,21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Comedy
22,21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Sci-Fi/Fantasy
22,21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Horror
22,21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Crime/Mystery
22,21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Action
22,21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Thriller
34,31-40,Male,Employed,less than 1 lakh,Karnataka,Bangalore,12.9699,77.598,Town/City,Crime/Mystery
34,31-40,Male,Employed,less than 1 lakh,Karnataka,Bangalore,12.9699,77.598,Town/City,Thriller
21,21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Romantic Comedy
21,21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Horror
21,21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Crime/Mystery
21,21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Thriller
19,11-20,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Romantic Comedy
19,11-20,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Action
19,11-20,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Anime
44,41-50,Female,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Rural,Romantic Comedy
44,41-50,Female,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Rural,Action
44,41-50,Female,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Rural,Thriller
23,21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Romantic Comedy
23,21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Sci-Fi/Fantasy
23,21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Horror
23,21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Crime/Mystery
23,21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Action
23,21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Thriller
23,21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Comedy
15,11-20,Female,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Romantic Comedy
15,11-20,Female,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Crime/Mystery
15,11-20,Female,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Thriller
20,11-20,Female,Student,,Jharkhand,Deoghar,24.4852,86.6948,Town/City,Horror
20,11-20,Female,Student,,Jharkhand,Deoghar,24.4852,86.6948,Town/City,Crime/Mystery
20,11-20,Female,Student,,Jharkhand,Deoghar,24.4852,86.6948,Town/City,Thriller
23,21-30,Male,Employed,between 6 and 9 lakhs,Kerala,Kannur,11.8745,75.3704,Rural,Romantic Comedy
23,21-30,Male,Employed,between 6 and 9 lakhs,Kerala,Kannur,11.8745,75.3704,Rural,Horror
23,21-30,Male,Employed,between 6 and 9 lakhs,Kerala,Kannur,11.8745,75.3704,Rural,Thriller
20,11-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,Sci-Fi/Fantasy
20,11-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,Crime/Mystery
20,11-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,Thriller
20,11-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,Anime
20,11-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Crime/Mystery
20,11-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Thriller
20,11-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Anime
20,11-20,Male,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Sci-Fi/Fantasy
20,11-20,Male,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Crime/Mystery
20,11-20,Male,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Action
20,11-20,Male,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Thriller
23,21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Sci-Fi/Fantasy
23,21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Crime/Mystery
23,21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Action
23,21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Thriller
21,21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Romantic Comedy
21,21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Sci-Fi/Fantasy
21,21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Crime/Mystery
21,21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Action
21,21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Thriller
53,51-60,Female,Homemaker,,Kerala,Thrissur,10.52,76.21,Town/City,Romantic Comedy
53,51-60,Female,Homemaker,,Kerala,Thrissur,10.52,76.21,Town/City,Action
53,51-60,Female,Homemaker,,Kerala,Thrissur,10.52,76.21,Town/City,Thriller
21,21-30,Female,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Romantic Comedy
29,21-30,Male,Employed,less than 1 lakh,Kerala,Thrissur,10.52,76.21,Town/City,Crime/Mystery
29,21-30,Male,Employed,less than 1 lakh,Kerala,Thrissur,10.52,76.21,Town/City,Thriller
29,21-30,Male,Employed,less than 1 lakh,Kerala,Thrissur,10.52,76.21,Town/City,Drama
21,21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Romantic Comedy
21,21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Sci-Fi/Fantasy
21,21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Crime/Mystery
22,21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Rural,Romantic Comedy
22,21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Rural,Sci-Fi/Fantasy
22,21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Rural,Anime
24,21-30,Female,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,Romantic Comedy
19,11-20,Female,Student,,Uttarakhand,Dehradun,30.3165,78.0322,Town/City,Romantic Comedy
19,11-20,Female,Student,,Uttarakhand,Dehradun,30.3165,78.0322,Town/City,Horror
19,11-20,Female,Student,,Uttarakhand,Dehradun,30.3165,78.0322,Town/City,Crime/Mystery
19,11-20,Female,Student,,Uttarakhand,Dehradun,30.3165,78.0322,Town/City,Thriller
24,21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Romantic Comedy
24,21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Sci-Fi/Fantasy
24,21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Horror
24,21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Crime/Mystery
24,21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Action
24,21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Thriller
24,21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Anime
23,21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Town/City,Horror
23,21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Town/City,Thriller
21,21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Romantic Comedy
21,21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Horror
21,21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Crime/Mystery
21,21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Action
21,21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Thriller
20,11-20,Female,Student,,West Bengal,Darjeeling,27.0417,88.2631,Town/City,Romantic Comedy
20,11-20,Female,Student,,West Bengal,Darjeeling,27.0417,88.2631,Town/City,Sci-Fi/Fantasy
20,11-20,Female,Student,,West Bengal,Darjeeling,27.0417,88.2631,Town/City,Action
27,21-30,Male,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Crime/Mystery
27,21-30,Male,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Action
27,21-30,Male,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Thriller
27,21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Crime/Mystery
27,21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Action
27,21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Thriller
47,41-50,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Horror
47,41-50,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Crime/Mystery
47,41-50,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Action
47,41-50,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Thriller
22,21-30,Female,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Crime/Mystery
21,21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Romantic Comedy
21,21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Horror
20,11-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Romantic Comedy
21,21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Sci-Fi/Fantasy
21,21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Crime/Mystery
21,21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Action
24,21-30,Male,Self Employed,between 1 and  3 lakhs,Kerala,Kochi,9.9667,76.2833,Town/City,Sci-Fi/Fantasy
24,21-30,Male,Self Employed,between 1 and  3 lakhs,Kerala,Kochi,9.9667,76.2833,Town/City,Anime
50,41-50,Female,Homemaker,,Kerala,Kochi,9.9667,76.2833,Town/City,Romantic Comedy
50,41-50,Female,Homemaker,,Kerala,Kochi,9.9667,76.2833,Town/City,Action
50,41-50,Female,Homemaker,,Kerala,Kochi,9.9667,76.2833,Town/City,Thriller
23,21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Sci-Fi/Fantasy
23,21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Crime/Mystery
23,21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Thriller
31,31-40,Female,Employed,between 6 and 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Romantic Comedy
31,31-40,Female,Employed,between 6 and 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Sci-Fi/Fantasy
31,31-40,Female,Employed,between 6 and 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Crime/Mystery
31,31-40,Female,Employed,between 6 and 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Action
31,31-40,Female,Employed,between 6 and 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Thriller
21,21-30,Male,Student,,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Romantic Comedy
21,21-30,Male,Student,,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Sci-Fi/Fantasy
21,21-30,Male,Student,,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Horror
21,21-30,Male,Student,,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Crime/Mystery
21,21-30,Male,Student,,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Action
21,21-30,Male,Student,,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Thriller
21,21-30,Female,Student,,Kerala,Kollam,8.9969,76.8721,Town/City,Romantic Comedy
21,21-30,Female,Student,,Kerala,Kollam,8.9969,76.8721,Town/City,Sci-Fi/Fantasy
21,21-30,Female,Student,,Kerala,Kollam,8.9969,76.8721,Town/City,Crime/Mystery
21,21-30,Female,Student,,Kerala,Kollam,8.9969,76.8721,Town/City,Action
21,21-30,Female,Student,,Kerala,Kollam,8.9969,76.8721,Town/City,Thriller
21,21-30,Female,Student,,Kerala,Kollam,8.9969,76.8721,Town/City,Anime
21,21-30,Female,Student,,Uttarakhand,Nainital,29.3919,79.4542,Rural,Romantic Comedy
21,21-30,Female,Student,,Uttarakhand,Nainital,29.3919,79.4542,Rural,Thriller
19,11-20,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Romantic Comedy
19,11-20,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Sci-Fi/Fantasy
19,11-20,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Crime/Mystery
19,11-20,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Action
19,11-20,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Thriller
20,11-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Romantic Comedy
20,11-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Sci-Fi/Fantasy
20,11-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Crime/Mystery
20,11-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Action
20,11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Romantic Comedy
20,11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Sci-Fi/Fantasy
20,11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Horror
20,11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Crime/Mystery
20,11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Thriller
17,11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Romantic Comedy
17,11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Sci-Fi/Fantasy
17,11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Horror
17,11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Crime/Mystery
17,11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Thriller
18,11-20,Male,Student,,Kerala,Pilathara,12.0827,75.2625,Town/City,Sci-Fi/Fantasy
18,11-20,Male,Student,,Kerala,Pilathara,12.0827,75.2625,Town/City,Horror
18,11-20,Male,Student,,Kerala,Pilathara,12.0827,75.2625,Town/City,Thriller
18,11-20,Male,Student,,Kerala,Pilathara,12.0827,75.2625,Town/City,Anime
47,41-50,Female,Homemaker,,Kerala,Kottayam,9.5916,76.5222,Rural,Crime/Mystery
24,21-30,Male,Employed,between 3 and 6 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Romantic Comedy
24,21-30,Male,Employed,between 3 and 6 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Sci-Fi/Fantasy
24,21-30,Male,Employed,between 3 and 6 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Crime/Mystery
24,21-30,Male,Employed,between 3 and 6 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Thriller
22,21-30,Male,Employed,less than 1 lakh,Kerala,Kannur,11.8745,75.3704,Rural,Sci-Fi/Fantasy
22,21-30,Male,Employed,less than 1 lakh,Kerala,Kannur,11.8745,75.3704,Rural,Horror
22,21-30,Male,Employed,less than 1 lakh,Kerala,Kannur,11.8745,75.3704,Rural,Crime/Mystery
22,21-30,Male,Employed,less than 1 lakh,Kerala,Kannur,11.8745,75.3704,Rural,Thriller
22,21-30,Male,Employed,less than 1 lakh,Kerala,Kannur,11.8745,75.3704,Rural,Anime
22,21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Crime/Mystery
22,21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Thriller
33,31-40,Male,Employed,more than 9 lakhs,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Romantic Comedy
33,31-40,Male,Employed,more than 9 lakhs,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Sci-Fi/Fantasy
33,31-40,Male,Employed,more than 9 lakhs,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Horror
33,31-40,Male,Employed,more than 9 lakhs,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Crime/Mystery
33,31-40,Male,Employed,more than 9 lakhs,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Action
33,31-40,Male,Employed,more than 9 lakhs,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Thriller
21,21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Romantic Comedy
26,21-30,Female,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Crime/Mystery
26,21-30,Female,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Anime
